date,new_confirmed,cumulative_confirmed,new_deceased,cumulative_deceased,new_persons_vaccinated,cumulative_persons_fully_vaccinated,new_hospitalized_patients,cumulative_hospitalized_patients,new_recovered,cumulative_recovered,cumulative_tested,investment_in_vaccines,new_recovered_1,cumulative_recovered_1,current_hospitalized_patients
2/23/2021,1237,571783,30,15883,19940,392631,0,19176,0,477796,15662404,,0,477796,879
2/23/2021,348,291222,24,6577,3425,151492,34,9012,8981,273437,1727408,,8981,273437,571
2/23/2021,434,169584,0,1826,2032,100979,24,7007,647,92573,632561,,647,92573,110
2/23/2021,1226,767315,45,11198,3807,361428,52,18363,2326,741057,6693645,0,2326,741057,1129
2/23/2021,258,73923,1,1155,5402,86394,2,1095,412,70040,1413885,,412,70040,112
2/23/2021,230,99040,5,1346,1378,73053,27,4554,473,95772,1052733,,473,95772,85
2/23/2021,359,420212,24,4227,5898,298327,16,23700,1348,401945,3430090,,1348,401945,602
2/23/2021,312,183335,9,3644,5291,203441,51,12989,1503,135608,2627817,0,1503,135608,261
2/23/2021,1323,506912,25,8357,4712,276492,30,20024,0,230793,4849625,0,0,230793,977
2/23/2021,212,111546,0,1863,635,77602,11,6548,207,107745,682960,,207,107745,91
2/23/2021,104,99416,0,1468,66,63709,-1,3859,122,97286,1395829,,122,97286,31
2/23/2021,1487,399013,16,4476,5776,274244,143,18768,288,47067,3857305,,288,47067,894
2/23/2021,500,480091,1,6434,11512,366321,50,25528,836,467147,6779613,,836,467147,269
2/23/2021,662,377628,30,7762,9555,381870,84,34577,0,9606,7689541,,0,9606,978
2/23/2021,142,43736,2,660,1422,93400,3,1511,6,12772,1543490,,6,12772,67
2/23/2021,2775,958153,94,16968,12104,705186,159,49651,4154,894113,9830863,,4154,894113,1359
2/23/2021,834,316593,14,5377,2328,164064,47,14617,912,306382,2609837,,912,306382,545
2/22/2021,0,169150,0,1826,8179,98837,0,6983,0,91926,630724,,0,91926,142
2/22/2021,242,290874,0,6553,7127,148214,0,8978,0,264456,1727060,,0,264456,560
2/22/2021,338,367073,1,1853,-38,146464,21,14466,578,344965,2801118,0,578,344965,265
2/22/2021,472,612712,0,6871,11123,374043,32,25775,676,544926,6692770,0,676,544926,348
2/22/2021,252,73665,0,1154,12990,85308,0,1093,309,69628,1413885,,309,69628,109
2/22/2021,234,183023,11,3635,14664,200459,22,12938,1886,134105,2619107,0,1886,134105,247
2/22/2021,1440,505589,8,8332,22061,272452,28,19994,1348,230793,4848302,0,1348,230793,993
2/22/2021,529,397526,13,4460,28969,267789,24,18625,26,46779,3851233,0,26,46779,870
2/22/2021,30,111334,0,1863,1774,77002,13,6537,63,107538,682648,,63,107538,91
2/22/2021,35,99312,3,1468,-1713,63546,3,3860,50,97164,1394905,,50,97164,38
2/22/2021,611,376966,17,7732,37710,369686,54,34493,0,9606,7677006,,0,9606,992
2/22/2021,245,315759,6,5363,3712,161660,30,14570,1010,305470,2605058,,1010,305470,588
2/22/2021,952,766089,20,11153,-133,356656,27,18311,1096,738731,6681400,0,1096,738731,1128
2/22/2021,1262,570546,27,15853,15921,382100,0,19176,0,477796,15599873,,0,477796,888
2/22/2021,31,98810,-1,1341,3108,72225,5,4527,88,95299,1050392,,88,95299,78
2/22/2021,97,43594,0,658,17107,92472,2,1508,5,12766,1538263,0,5,12766,72
2/22/2021,555,479591,1,6433,5905,346167,23,25478,929,466311,6771188,,929,466311,235
2/22/2021,1611,955378,58,16874,12476,685269,120,49492,2347,889959,9805398,,2347,889959,1374
2/22/2021,499,419853,22,4203,6052,288951,17,23684,780,400597,3416048,,780,400597,620
2/22/2021,677,487520,0,9592,16236,228101,361,45128,0,275245,2260261,0,0,275245,862
2/22/2021,105,53900,0,662,1242,42685,3,1372,136,52567,625036,,136,52567,21
2/22/2021,96,199045,0,2047,5964,118426,-3,6031,0,142336,2316398,,0,142336,161
2/21/2021,314,182789,14,3624,8162,194771,15,12916,1444,132219,2609761,0,1444,132219,242
2/21/2021,130,43497,0,658,159,76101,1,1506,2,12761,1534438,0,2,12761,75
2/21/2021,252,73413,1,1154,7381,81490,1,1093,392,69319,1410731,,392,69319,109
2/21/2021,390,290632,0,6553,4689,140550,0,8978,0,264456,1684015,,0,264456,563
2/21/2021,1129,765137,18,11133,8577,355245,17,18284,1335,737635,6674491,0,1335,737635,1128
2/21/2021,979,396997,21,4447,10089,253857,46,18601,51,46753,3807556,0,51,46753,902
2/21/2021,879,479036,9,6432,16327,344300,29,25455,878,465382,6754710,,878,465382,282
2/21/2021,451,612240,0,6871,16679,359360,27,25743,839,544250,6677613,0,839,544250,353
2/21/2021,284,315514,9,5357,2701,157511,14,14540,683,304460,2602624,,683,304460,577
2/21/2021,2872,504149,68,8324,12487,254826,67,19966,1512,229445,4847710,0,1512,229445,1013
2/21/2021,49,99277,0,1465,2238,65293,1,3857,112,97114,1393460,,112,97114,40
2/21/2021,1036,419354,26,4181,11617,274345,61,23667,1254,399817,3415549,,1254,399817,620
2/21/2021,618,376355,18,7715,11570,342271,84,34439,6,9606,7654818,,6,9606,973
2/21/2021,857,486843,2,9592,6537,219639,0,44767,0,275245,2257675,0,0,275245,867
2/21/2021,198,198949,0,2047,7977,118472,2,6034,0,142336,2314397,,0,142336,163
2/21/2021,701,366735,10,1852,325,146286,24,14445,1185,344387,2796344,0,1185,344387,263
2/21/2021,1520,569284,47,15826,26458,367709,0,19176,0,477796,15549944,,0,477796,927
2/21/2021,197,169150,0,1826,6096,92265,10,6983,289,91926,630724,,289,91926,142
2/21/2021,139,111304,4,1863,4137,75719,15,6524,166,107475,682181,,166,107475,90
2/21/2021,112,53795,0,662,259,39474,2,1369,172,52431,620388,,172,52431,31
2/21/2021,1461,953767,67,16816,26282,649412,55,49372,2735,887612,9781894,,2735,887612,1434
2/21/2021,138,98779,1,1342,3926,70876,5,4522,337,95211,1048901,,337,95211,78
2/20/2021,2611,952306,56,16749,27935,602623,104,49317,4264,884877,9750755,,4264,884877,1454
2/20/2021,778,366034,8,1842,13029,146105,39,14421,1471,343202,2788882,0,1471,343202,260
2/20/2021,309,198751,4,2047,8785,114580,23,6032,0,142336,2309233,,0,142336,170
2/20/2021,870,478157,11,6423,17826,321228,58,25426,1050,464504,6729262,,1050,464504,282
2/20/2021,350,290242,19,6553,3439,135591,0,8978,0,264456,1683625,,0,264456,563
2/20/2021,1335,764008,51,11115,8526,344665,32,18267,2148,736300,6665429,0,2148,736300,1123
2/20/2021,425,182475,11,3610,7073,186104,10,12901,2476,130775,2600275,0,2476,130775,278
2/20/2021,763,375737,20,7697,22374,320657,90,34355,9,9600,7622654,,9,9600,1049
2/20/2021,973,418318,23,4155,7185,251032,69,23606,1827,398563,3414513,,1827,398563,620
2/20/2021,314,168953,0,1826,4660,85566,9,6973,396,91637,629647,,396,91637,142
2/20/2021,264,98641,2,1341,3616,66619,11,4517,261,94874,1045673,,261,94874,78
2/20/2021,1331,396018,25,4426,9015,236951,117,18555,229,46702,3807556,0,229,46702,921
2/20/2021,394,73161,1,1153,5267,78361,0,1092,368,68927,1403242,,368,68927,109
2/20/2021,815,611789,19,6871,22746,334625,81,25716,916,543411,6653378,0,916,543411,370
2/20/2021,0,53683,0,662,2057,39323,0,1367,0,52259,620388,,0,52259,31
2/20/2021,147,111165,6,1859,3679,73029,17,6509,172,107309,680703,,172,107309,95
2/20/2021,517,315230,12,5348,1763,152675,26,14526,905,303777,2600443,,905,303777,605
2/20/2021,75,99228,0,1465,2645,61624,9,3856,138,97002,1392548,,138,97002,39
2/20/2021,3340,501277,43,8256,15585,237292,103,19899,1490,227933,4810327,0,1490,227933,1086
2/20/2021,143,43367,2,658,116,75889,2,1505,4,12759,1526754,0,4,12759,75
2/20/2021,774,485986,17,9590,15537,214512,0,44767,0,275245,2253891,0,0,275245,895
2/20/2021,1970,567764,53,15779,40978,343624,0,19176,0,477796,15462524,0,0,477796,970
2/19/2021,2306,949695,82,16693,88834,563650,152,49213,3916,880613,9723498,,3916,880613,1493
2/19/2021,847,485212,149,9573,39771,192304,0,44767,0,275245,2248455,0,0,275245,951
2/19/2021,368,72767,2,1152,9413,74721,7,1092,358,68559,1393693,,358,68559,116
2/19/2021,869,417345,20,4132,78439,240890,73,23537,1768,396736,3409599,,1768,396736,663
2/19/2021,119,99153,0,1465,17830,58099,2,3847,101,96864,1387253,,101,96864,36
2/19/2021,995,477287,8,6412,57805,293643,27,25368,413,463454,6700993,,413,463454,282
2/19/2021,147,111018,6,1853,32515,69083,17,6492,181,107137,678808,,181,107137,91
2/19/2021,1372,762673,7,11064,48744,339016,60,18235,2361,734152,6654486,0,2361,734152,1095
2/19/2021,1818,565794,40,15726,75254,326108,0,19176,0,477796,15347522,0,0,477796,990
2/19/2021,857,365256,21,1834,20156,136006,39,14382,1504,341731,2780070,0,1504,341731,276
2/19/2021,311,182050,19,3599,73102,177122,43,12891,1853,128299,2586662,0,1853,128299,278
2/19/2021,1958,394687,28,4401,30257,228157,124,18438,219,46473,3798304,0,219,46473,923
2/19/2021,152,53683,0,662,12306,36651,3,1367,110,52259,620388,,110,52259,31
2/19/2021,2893,497937,58,8213,47293,222887,95,19796,1438,226443,4780728,0,1438,226443,1122
2/19/2021,277,98377,2,1339,21571,62657,22,4506,412,94613,1040344,,412,94613,96
2/19/2021,1008,374974,16,7677,45634,300029,97,34265,4,9591,7597220,,4,9591,1016
2/19/2021,360,289892,3,6534,23663,131916,0,8978,0,264456,1683275,,0,264456,560
2/19/2021,134,43224,1,656,15677,75845,8,1503,27,12755,1516628,0,27,12755,87
2/19/2021,400,198442,18,2043,28470,110603,12,6009,0,142336,2301258,,0,142336,185
2/19/2021,919,610974,36,6852,56643,306537,79,25635,980,542495,6628082,0,980,542495,370
2/19/2021,268,314713,13,5336,16349,150812,31,14500,1100,302872,2597383,,1100,302872,630
2/19/2021,286,168639,9,1826,16029,81497,17,6964,535,91241,628267,,535,91241,164
2/18/2021,296,198042,7,2025,5652,96439,16,5997,1,142336,2290311,,1,142336,188
2/18/2021,133,99034,4,1465,1782,50438,-5,3845,90,96763,1387253,,90,96763,31
2/18/2021,1198,484365,78,9424,11236,165104,226,44767,10624,275245,2243392,0,10624,275245,1003
2/18/2021,1151,364399,7,1813,8017,126080,49,14343,1758,340227,2772120,0,1758,340227,291
2/18/2021,866,610055,18,6816,13870,266163,58,25556,991,541515,6599391,0,991,541515,391
2/18/2021,253,314445,10,5323,1352,140662,77,14469,1159,301772,2595004,,1159,301772,625
2/18/2021,134,289532,7,6531,0,119684,0,8978,0,264456,1682915,,0,264456,565
2/18/2021,618,416476,23,4112,1689,209203,72,23464,1799,394968,3403661,,1799,394968,705
2/18/2021,2675,495044,38,8155,11056,201703,129,19701,1754,225005,4752459,0,1754,225005,1137
2/18/2021,957,392729,37,4373,2635,205575,25,18314,29,46254,3786674,0,29,46254,935
2/18/2021,998,761301,72,11057,11032,318673,55,18175,2162,731791,6644952,0,2162,731791,1250
2/18/2021,2282,947389,98,16611,17808,514513,173,49061,4415,876697,9691429,,4415,876697,1516
2/18/2021,434,72399,2,1150,5037,69617,2,1085,756,68201,1386911,,756,68201,126
2/18/2021,186,110871,3,1847,3036,54611,9,6475,187,106956,677153,,187,106956,92
2/18/2021,913,476292,14,6404,15144,257283,54,25341,539,463041,6661749,,539,463041,287
2/18/2021,81,53531,0,662,2644,30110,1,1364,110,52149,617468,,110,52149,31
2/18/2021,2040,563976,63,15686,32631,299871,0,19176,24056,477796,15240866,0,24056,477796,1029
2/18/2021,218,43090,1,655,0,65928,5,1495,35,12728,1505645,0,35,12728,89
2/18/2021,407,181739,18,3580,3684,144049,58,12848,1382,126446,2575686,0,1382,126446,284
2/18/2021,200,98100,3,1337,3512,53250,7,4484,167,94201,1035440,,167,94201,109
2/18/2021,986,373966,31,7661,15814,265183,90,34168,16,9587,7555013,,16,9587,1048
2/18/2021,408,168353,11,1817,4533,71408,14,6947,406,90706,626676,,406,90706,164
2/17/2021,462,167945,3,1806,3410,67805,43,6933,890,90300,625319,,890,90300,177
2/17/2021,1010,391772,18,4336,4308,202064,106,18289,151,46225,3780152,0,151,46225,934
2/17/2021,272,181332,12,3562,2111,139262,33,12790,1557,125064,2567877,0,1557,125064,280
2/17/2021,771,609189,10,6798,11383,252667,76,25498,867,540524,6563379,0,867,540524,385
2/17/2021,299,197746,14,2018,2478,91998,17,5981,0,142335,2279925,,0,142335,185
2/17/2021,667,314192,26,5313,1634,138254,0,14392,1506,300613,2593431,,1506,300613,638
2/17/2021,104,42872,3,654,2568,65928,3,1490,30,12693,1498314,0,30,12693,91
2/17/2021,750,71965,12,1148,793,66108,3,1083,223,67445,1377103,,223,67445,126
2/17/2021,1916,492369,62,8117,9236,190900,120,19572,1891,223251,4729746,0,1891,223251,1205
2/17/2021,99,53450,0,662,0,27531,2,1363,39,52039,615337,,39,52039,32
2/17/2021,759,372980,18,7630,5752,253696,98,34078,0,9571,7519063,,0,9571,1096
2/17/2021,234,97900,3,1334,1921,51293,16,4477,365,94034,1029320,,365,94034,91
2/17/2021,1360,561936,56,15623,15821,288309,317,19176,0,453740,15140864,0,0,453740,1088
2/17/2021,758,475379,10,6390,12073,240414,44,25287,1096,462502,6630126,,1096,462502,314
2/17/2021,92,110685,0,1844,2274,52337,5,6466,224,106769,675610,,224,106769,94
2/17/2021,901,363248,9,1806,0,118086,55,14294,2009,338469,2760128,0,2009,338469,290
2/17/2021,679,483167,89,9346,8218,154341,0,44541,0,264621,2238301,0,0,264621,1030
2/17/2021,780,760303,31,10985,5033,314957,57,18120,2719,729629,6634437,0,2719,729629,1245
2/17/2021,684,289398,23,6524,0,119684,0,8978,0,264456,1682781,,0,264456,587
2/17/2021,1816,945107,60,16513,16670,496235,149,48888,4655,872282,9671588,,4655,872282,1539
2/17/2021,120,98901,0,1461,263,49615,5,3850,109,96673,1384149,,109,96673,43
2/17/2021,1078,415858,28,4089,1085,206905,122,23392,2013,393169,3400501,,2013,393169,711
2/16/2021,91,42768,2,651,30197,64236,3,1487,7,12663,1487380,0,7,12663,92
2/16/2021,299,181060,12,3550,14171,137520,41,12757,1901,123507,2556514,0,1901,123507,290
2/16/2021,198,71215,1,1136,4530,65235,3,1080,293,67222,1370889,,293,67222,119
2/16/2021,516,372221,32,7612,23757,244272,77,33980,2,9571,7495908,,2,9571,1110
2/16/2021,591,362347,1,1797,7785,118086,30,14239,1411,336460,2750915,0,1411,336460,297
2/16/2021,138,98781,0,1461,2787,49263,8,3845,119,96564,1381170,,119,96564,46
2/16/2021,452,474621,2,6380,25666,236228,46,25243,869,461406,6611756,,869,461406,315
2/16/2021,2026,943291,59,16453,67723,482839,104,48739,5299,867627,9654714,,5299,867627,1566
2/16/2021,962,759523,17,10954,16031,313510,36,18063,2879,726910,6626533,0,2879,726910,1219
2/16/2021,1226,560576,50,15567,40377,280622,0,18859,0,453740,15057893,1000000,0,453740,1096
2/16/2021,883,482488,13,9257,12141,149288,199,44541,0,264621,2235457,0,0,264621,1104
2/16/2021,508,414780,20,4061,7100,206173,14,23270,2121,391156,3372385,,2121,391156,755
2/16/2021,127,97666,3,1331,3269,50311,17,4461,193,93669,1025367,,193,93669,96
2/16/2021,779,608418,39,6788,26956,243483,82,25422,890,539657,6531839,0,890,539657,411
2/16/2021,1241,390762,27,4318,22212,198180,97,18183,125,46074,3773578,0,125,46074,935
2/16/2021,0,167483,0,1803,13158,64687,0,6890,0,89410,622353,,0,89410,180
2/16/2021,217,110593,0,1844,1276,51631,15,6461,105,106545,674483,,105,106545,97
2/16/2021,1435,490453,21,8055,17066,183497,31,19452,1163,221360,4718931,0,1163,221360,1230
2/16/2021,734,288714,37,6501,5762,119684,76,8978,11316,264456,1682097,,11316,264456,602
2/16/2021,119,197447,1,2004,3021,90231,2,5964,0,142335,2257793,,0,142335,177
2/16/2021,177,313525,12,5287,5026,136415,37,14392,1555,299107,2589008,,1555,299107,638
2/16/2021,215,53351,15,662,686,27531,5,1361,284,52000,614356,,284,52000,34
2/14/2021,4153,487293,87,7998,13485,167699,89,19396,1694,218717,4672026,0,1694,218717,1269
2/14/2021,1882,557777,60,15484,51999,259760,0,18859,0,453740,14948553,0,0,453740,1125
2/14/2021,776,473567,7,6376,21086,224005,40,25156,1033,459525,6586481,,1033,459525,326
2/14/2021,1093,287436,1,6462,8617,114284,0,8902,0,253140,1648073,,0,253140,648
2/14/2021,50,53136,0,647,5796,27132,45,1356,76,51716,604578,,76,51716,44
2/14/2021,282,180571,13,3529,9718,128316,22,12679,1125,120051,2543345,0,1125,120051,292
2/14/2021,1266,413542,30,4024,9179,201044,98,23248,1417,387837,3371147,,1417,387837,755
2/14/2021,710,361294,4,1794,0,105704,38,14189,1499,334201,2739498,0,1499,334201,307
2/14/2021,847,370983,18,7554,20482,231127,80,33808,4,9569,7466180,,4,9569,1166
2/14/2021,1347,757418,31,10933,24702,303722,20,18017,1621,722598,6606949,0,1621,722598,1246
2/14/2021,466,313028,13,5265,8465,130637,34,14332,989,296050,2584498,,989,296050,669
2/14/2021,1809,939350,6,16346,40308,447697,64,48556,3487,859221,9587475,,3487,859221,1657
2/14/2021,104,97401,0,1327,5631,48739,-2,4439,180,93328,1021061,,180,93328,92
2/14/2021,562,607213,1,6745,20325,234709,34,25302,1091,537955,6500249,0,1091,537955,402
2/14/2021,209,197236,0,2002,7032,88356,8,5950,200,142312,2252919,,200,142312,197
2/14/2021,110,110315,6,1844,3624,50247,7,6438,150,106398,672958,,150,106398,87
2/14/2021,110,42529,2,649,0,49721,8,1484,4,12645,1478497,0,4,12645,101
2/14/2021,46,98597,0,1461,2633,47552,3,3831,99,96404,1378291,,99,96404,38
2/14/2021,1708,388798,10,4282,13764,187643,112,18054,274,45880,3758264,0,274,45880,1019
2/14/2021,1075,480931,0,9242,7033,137032,0,44148,0,264621,2228906,0,0,264621,1136
2/14/2021,258,167483,7,1803,10545,56629,15,6890,284,89410,622353,,284,89410,180
2/14/2021,280,70785,3,1133,5610,61658,2,1075,165,66287,1363148,,165,66287,126
2/13/2021,0,53086,0,647,0,23032,0,1311,0,51640,604578,,0,51640,44
2/13/2021,1458,412276,35,3994,10143,188852,65,23150,2022,386420,3369881,,2022,386420,755
2/13/2021,349,167225,5,1796,4154,46516,23,6875,454,89126,621427,,454,89126,180
2/13/2021,2799,937541,1204,16340,38568,409487,81,48492,4081,855734,9559780,,4081,855734,1703
2/13/2021,943,360584,5,1790,0,105704,48,14151,1753,332702,2732808,0,1753,332702,333
2/13/2021,234,97297,3,1327,6611,44935,9,4441,326,93148,1017979,,326,93148,92
2/13/2021,137,110205,7,1838,3175,48674,6,6431,191,106248,671475,,191,106248,82
2/13/2021,1159,370136,33,7536,18311,212923,99,33728,6,9565,7429742,,6,9565,1192
2/13/2021,85,98551,0,1461,2571,45474,1,3828,71,96305,1377365,,71,96305,36
2/13/2021,160,42419,4,647,0,49721,7,1476,22,12641,1468870,0,22,12641,100
2/13/2021,433,70505,4,1130,5851,59402,2,1073,392,66122,1355252,,392,66122,128
2/13/2021,764,387090,19,4272,6040,172518,13,17942,17,45606,3758264,0,17,45606,1059
2/13/2021,954,312562,40,5252,4584,124040,20,14298,1265,295061,2578512,,1265,295061,690
2/13/2021,866,606651,10,6744,25230,216092,71,25268,1237,536864,6479789,0,1237,536864,461
2/13/2021,1792,756071,9,10902,16678,288311,28,17997,2228,720977,6592275,0,2228,720977,1285
2/13/2021,2083,555895,66,15424,29684,235910,0,18859,0,453740,14837659,0,0,453740,1149
2/13/2021,565,180289,14,3516,4495,118379,23,12657,1291,118926,2535285,0,1291,118926,341
2/13/2021,695,286343,32,6461,7561,103462,0,8902,0,253140,1646980,,0,253140,648
2/13/2021,1189,479856,62,9242,18961,133029,0,44148,0,264621,2225016,0,0,264621,1140
2/13/2021,2983,483140,17,7911,12151,153014,102,19307,1717,217023,4631748,0,1717,217023,1302
2/13/2021,1542,197027,0,2002,9105,83670,6,5942,329,142112,2247248,,329,142112,201
2/13/2021,940,472791,7,6369,27207,205958,69,25116,1133,458492,6563488,,1133,458492,326
2/12/2021,1423,386326,42,4253,14212,165324,105,17929,138,45589,3750687,0,138,45589,1063
2/12/2021,1048,471851,19,6362,20250,188872,58,25047,510,457359,6535718,,510,457359,326
2/12/2021,201,42259,2,643,0,49721,5,1469,31,12619,1461272,0,31,12619,102
2/12/2021,479,195485,12,2002,6812,78835,5,5936,547,141783,2231446,,547,141783,216
2/12/2021,113,98466,1,1461,3221,43276,0,3827,107,96234,1376213,,107,96234,39
2/12/2021,984,285648,39,6429,10011,89697,0,8902,0,253140,1646285,,0,253140,659
2/12/2021,3305,934742,2559,15136,54704,375675,142,48411,3595,851653,9524660,,3595,851653,1799
2/12/2021,107,53086,0,647,4687,23032,2,1311,115,51640,604578,,115,51640,44
2/12/2021,2416,553812,89,15358,26438,218795,0,18859,0,453740,14737744,0,0,453740,1223
2/12/2021,565,311608,13,5212,8590,118465,23,14278,1498,293796,2569944,,1498,293796,712
2/12/2021,209,110068,2,1831,5259,45505,14,6425,236,106057,669812,,236,106057,84
2/12/2021,1097,478667,159,9180,16812,122019,242,44148,0,264621,2218143,0,0,264621,1267
2/12/2021,3870,480157,57,7894,12587,140806,119,19205,1822,215306,4595965,0,1822,215306,1375
2/12/2021,221,97063,4,1324,6149,41895,18,4432,325,92822,1012245,,325,92822,100
2/12/2021,460,70072,9,1126,4451,55696,2,1071,381,65730,1341481,,381,65730,131
2/12/2021,1102,605785,11,6734,24295,190059,55,25197,1463,535627,6454144,0,1463,535627,461
2/12/2021,401,179724,23,3502,8220,111954,75,12634,1117,117635,2512101,0,1117,117635,365
2/12/2021,1060,359641,11,1785,0,105704,49,14103,2634,330949,2723333,0,2634,330949,345
2/12/2021,2246,754279,81,10893,22929,279980,49,17969,2613,718749,6572241,0,2613,718749,1332
2/12/2021,1417,410818,11,3959,5890,178566,65,23085,2056,384398,3358452,,2056,384398,806
2/12/2021,1112,368977,36,7503,16788,197848,121,33629,5,9559,7388614,,5,9559,1225
2/12/2021,323,166876,0,1791,0,43231,14,6852,546,88672,619943,,546,88672,176
2/11/2021,1871,384903,36,4211,11454,151297,109,17824,154,45451,3725585,0,154,45451,1142
2/11/2021,3147,476287,95,7837,12302,133648,145,19086,1639,213484,4556983,0,1639,213484,1391
2/11/2021,1242,358581,9,1774,0,105704,47,14054,2078,328315,2712198,0,2078,328315,363
2/11/2021,1103,311043,25,5199,5633,110751,44,14255,1750,292298,2563275,,1750,292298,712
2/11/2021,1428,604683,18,6723,20347,176673,52,25142,1371,534164,6424253,0,1371,534164,489
2/11/2021,279,109859,14,1829,3073,43827,14,6411,207,105821,667167,,207,105821,104
2/11/2021,2450,551396,62,15269,28215,207392,0,18859,28023,453740,14631637,0,28023,453740,1313
2/11/2021,533,179323,18,3479,6032,101665,2,12559,1542,116518,2486602,0,1542,116518,371
2/11/2021,374,195006,4,1990,3637,73704,3,5931,-3,141236,2214571,,-3,141236,230
2/11/2021,365,69612,1,1117,5340,53145,4,1069,360,65349,1341481,,360,65349,138
2/11/2021,247,96842,0,1320,3228,39710,14,4414,249,92497,1007629,,249,92497,111
2/11/2021,1199,367865,21,7467,11743,181380,110,33508,28,9554,7344008,,28,9554,1272
2/11/2021,105,52979,0,647,0,18180,3,1309,106,51525,601103,,106,51525,41
2/11/2021,911,284664,23,6390,8768,78802,0,8902,0,253140,1645301,,0,253140,690
2/11/2021,898,470803,24,6343,33951,176482,65,24989,605,456849,6497251,,605,456849,320
2/11/2021,175,42058,0,641,0,49721,6,1464,6,12588,1451183,0,6,12588,100
2/11/2021,139,98353,1,1460,2022,40721,7,3827,101,96127,1372588,,101,96127,39
2/11/2021,1677,409401,48,3948,11552,172509,90,23020,2175,382342,3343704,,2175,382342,807
2/11/2021,1503,477570,133,9021,18797,111036,221,43906,0,264621,2211371,0,0,264621,1281
2/11/2021,458,166553,11,1791,4558,43231,-1,6838,621,88126,618223,,621,88126,176
2/11/2021,2806,931437,721,12577,30080,349390,189,48269,6865,848058,9469638,,6865,848058,1862
2/11/2021,1624,752033,81,10812,17960,267820,45,17920,2069,716136,6547434,0,2069,716136,1385
2/10/2021,437,166095,4,1780,3866,39608,20,6839,625,87505,616857,,625,87505,178
2/10/2021,1401,476067,309,8888,17266,102520,186,43685,11741,264621,2204274,0,11741,264621,1401
2/10/2021,1660,407724,30,3900,8192,162188,141,22930,2489,380167,3327080,,2489,380167,856
2/10/2021,1092,309940,26,5174,5422,103669,37,14211,1774,290548,2552254,,1774,290548,735
2/10/2021,784,283753,25,6367,8753,67829,0,8902,0,253140,1644390,,0,253140,743
2/10/2021,651,469905,11,6319,0,160794,61,24924,964,456244,6459253,,964,456244,317
2/10/2021,175,109580,6,1815,2066,41607,10,6397,262,105614,664127,,262,105614,109
2/10/2021,307,96595,5,1320,3135,37966,26,4400,464,92248,1001074,,464,92248,108
2/10/2021,1911,383032,49,4175,6498,139605,197,17715,149,45297,3713640,0,149,45297,1191
2/10/2021,2829,473140,49,7742,14605,126831,127,18941,1945,211845,4534832,0,1945,211845,1439
