date,new_confirmed,cumulative_confirmed,new_deceased,cumulative_deceased,new_persons_vaccinated,cumulative_persons_fully_vaccinated,new_hospitalized_patients,cumulative_hospitalized_patients,new_recovered,cumulative_recovered,cumulative_tested,investment_in_vaccines,new_recovered_1,cumulative_recovered_1,current_hospitalized_patients
1/29/2021,4874,888590,64,11070,33354,125794,166,45952,6117,770597,8982880,,6117,770597,2706
1/29/2021,1079,172798,22,3248,8810,46878,83,11989,1530,101054,2306874,,1530,101054,538
1/29/2021,1114,459747,28,6168,24647,98634,74,24200,653,443253,6181070,,653,443253,450
1/29/2021,1804,589384,56,6390,36957,65354,91,24154,1950,513809,6124411,0,1950,513809,680
1/29/2021,2848,455582,226,7566,15264,44073,0,41483,0,242143,2127308,0,0,242143,1978
1/28/2021,1980,587580,32,6334,21173,57508,87,24063,1847,511859,6092912,0,1847,511859,710
1/28/2021,620,161212,26,1714,4516,16724,44,6604,1052,79298,597513,,1052,79298,241
1/28/2021,187,107795,24,1763,2140,24543,22,6264,264,102895,645559,,264,102895,161
1/28/2021,5432,883716,75,11006,26248,106035,256,45786,7477,764480,8921429,,7477,764480,2829
1/28/2021,2190,348749,41,7037,15293,56274,146,31614,3,9482,6865525,,3,9482,1636
1/28/2021,284,38454,5,567,2775,24925,9,1375,21,12337,1329799,0,21,12337,171
1/28/2021,62,51430,0,596,0,5419,2,1272,254,49592,625382,,254,49592,64
1/28/2021,672,171719,28,3226,4234,41669,82,11906,1482,99524,2285935,,1482,99524,556
1/28/2021,1804,270476,28,5945,9028,19475,0,8647,0,222812,1564964,,0,222812,1059
1/28/2021,2934,355877,69,3611,11817,43142,303,16404,759,42684,3560903,0,759,42684,1561
1/28/2021,662,188784,12,1917,2615,32380,27,5756,263,133469,2064234,,263,133469,343
1/28/2021,3938,431169,230,6903,27599,55183,159,17739,1566,191902,4099194,0,1566,191902,2086
1/28/2021,3648,452734,168,7340,8704,37431,0,41483,8932,242143,2116642,0,8932,242143,2052
1/28/2021,695,64258,16,1022,3811,21781,7,1021,519,57862,1234754,,519,57862,222
1/28/2021,403,92934,9,1210,2286,18149,26,4203,702,87720,936928,,702,87720,114
1/28/2021,2320,381430,35,3423,12150,52465,164,21478,2969,348836,3131910,,2969,348836,1250
1/28/2021,4631,514134,44,14348,15554,83637,0,18008,35329,389717,13309441,0,35329,389717,1878
1/28/2021,145,97305,1,1442,1491,18244,9,3766,109,94837,1337275,,109,94837,49
1/28/2021,1777,717583,101,9417,11574,123116,115,16938,4089,672110,6247215,0,4089,672110,2009
1/28/2021,1316,458633,16,6140,16762,87269,53,24126,860,442600,6138854,,860,442600,477
1/28/2021,1761,342445,0,1620,0,30065,62,13279,4608,297638,2573911,0,4608,297638,536
1/28/2021,1892,290856,42,4784,0,40910,58,13505,1989,268495,2394171,,1989,268495,996
1/27/2021,3320,509503,84,14304,14157,73152,452,18008,0,354388,13192478,0,0,354388,1930
1/27/2021,1559,585600,38,6302,13075,52332,93,23976,2252,510012,6050119,0,2252,510012,734
1/27/2021,1777,288964,52,4742,12630,40910,46,13447,2198,266506,2379938,,2198,266506,1029
1/27/2021,2415,352943,47,3542,5576,36054,99,16101,47,41925,3545049,0,47,41925,1597
1/27/2021,154,97160,1,1441,542,16952,5,3757,144,94728,1333029,,144,94728,49
1/27/2021,391,63563,12,1006,3396,18224,2,1014,595,57343,1224489,,595,57343,223
1/27/2021,371,92531,16,1201,2265,15397,36,4177,285,87018,927981,,285,87018,118
1/27/2021,827,457317,18,6124,11707,75844,59,24073,1144,441740,6096425,,1144,441740,477
1/27/2021,462,38170,4,562,2639,21707,9,1366,41,12316,1318249,0,41,12316,183
1/27/2021,1939,346559,33,6996,17331,48629,138,31468,2,9479,6819049,,2,9479,1647
1/27/2021,5366,878284,75,10931,29685,88834,254,45530,8871,757003,8872864,,8871,757003,2944
1/27/2021,2009,340684,7,1620,4627,30065,80,13217,3799,293030,2557878,0,3799,293030,537
1/27/2021,2074,268672,65,5917,6854,17499,0,8647,0,222812,1563160,,0,222812,1063
1/27/2021,751,171047,27,3198,4459,38292,124,11824,1383,98042,2271257,,1383,98042,586
1/27/2021,3177,449086,276,7172,8779,33595,168,41483,0,233211,2106035,0,0,233211,2122
1/27/2021,228,107608,34,1739,1019,21895,26,6242,384,102631,644138,,384,102631,161
1/27/2021,559,160592,7,1688,2373,15443,35,6560,895,78246,595187,,895,78246,241
1/27/2021,2686,379110,65,3388,11509,46596,221,21314,3170,345867,3115197,,3170,345867,1322
1/27/2021,3400,715806,154,9316,8873,112362,116,16823,5488,668021,6233246,0,5488,668021,2167
1/27/2021,216,51368,0,596,1565,5419,5,1270,70,49338,616677,,70,49338,70
1/27/2021,329,188122,11,1905,2906,24598,27,5729,711,133206,2052707,,711,133206,360
1/27/2021,3564,427231,95,6673,8029,49869,190,17580,1548,190336,4072097,0,1548,190336,2140
1/26/2021,1564,584041,65,6264,1610,48017,135,23883,1773,507760,6020539,0,1773,507760,746
1/26/2021,2250,423667,26,6578,9247,48157,55,17390,1365,188788,4048626,0,1365,188788,2173
1/26/2021,1411,338675,16,1613,1286,25817,83,13137,3379,289231,2545013,0,3379,289231,540
1/26/2021,2900,445909,234,6896,3390,30933,246,41315,0,233211,2097970,0,0,233211,2222
1/26/2021,707,456490,8,6106,13222,72622,82,24014,1313,440596,6080904,,1313,440596,496
1/26/2021,404,63172,4,994,743,15542,5,1012,597,56748,1215219,,597,56748,213
1/26/2021,662,37708,11,558,627,20096,15,1357,30,12275,1310677,0,30,12275,194
1/26/2021,200,107380,0,1705,62,18753,15,6216,450,102247,642553,,450,102247,152
1/26/2021,344,92160,34,1185,257,14245,13,4141,459,86733,922956,,459,86733,128
1/26/2021,2692,350528,35,3495,4105,30633,83,16002,118,41878,3534120,0,118,41878,1566
1/26/2021,2485,287187,40,4690,11269,37055,89,13401,2079,264308,2368680,,2079,264308,1095
1/26/2021,90,51152,25,596,183,4900,1,1265,260,49268,609573,,260,49268,71
1/26/2021,600,170296,14,3171,5049,35823,102,11700,811,96659,2262391,,811,96659,561
1/26/2021,1571,376424,30,3323,2120,41814,40,21093,3683,342697,3093132,,3683,342697,1454
1/26/2021,1452,266598,75,5852,953,16134,0,8647,0,222812,1561086,,0,222812,1023
1/26/2021,1979,712406,192,9162,3468,101657,147,16707,5502,662533,6207152,0,5502,662533,2166
1/26/2021,646,187793,15,1894,576,23065,20,5702,42,132495,2040787,,42,132495,373
1/26/2021,527,160033,12,1681,2285,14627,29,6525,959,77351,592647,,959,77351,169
1/26/2021,4262,872918,88,10856,19011,80329,295,45276,11481,748132,8850736,,11481,748132,2964
1/26/2021,2495,506183,42,14220,7955,65761,0,17556,0,354388,13096275,0,0,354388,1951
1/26/2021,1482,344620,63,6963,11712,42228,142,31330,1,9477,6784162,,1,9477,1642
1/26/2021,132,97006,4,1440,135,15742,7,3752,203,94584,1328400,,203,94584,48
1/25/2021,1100,582477,9,6199,5817,47409,56,23748,1749,505987,6003401,0,1749,505987,772
1/25/2021,293,187147,0,1879,812,22547,4,5682,625,132453,2026028,,625,132453,392
1/25/2021,181,159506,1,1669,3775,14419,15,6496,640,76392,590967,,640,76392,252
1/25/2021,57,96874,8,1436,1838,15680,4,3745,72,94381,1327227,,72,94381,50
1/25/2021,32,107180,0,1705,859,18504,8,6201,359,101797,641868,,359,101797,161
1/25/2021,3651,503688,45,14178,12256,64648,0,17556,0,354388,13046574,0,0,354388,1955
1/25/2021,431,62768,3,990,732,13907,7,1007,923,56151,1211251,,923,56151,230
1/25/2021,859,337264,2,1597,19857,25693,38,13054,2162,285852,2536306,0,2162,285852,528
1/25/2021,927,265146,5,5777,3208,16034,101,8647,15043,222812,1559634,,15043,222812,1028
1/25/2021,1250,347836,39,3460,7302,30010,30,15919,100,41760,3525107,0,100,41760,1539
1/25/2021,164,51062,0,571,347,4900,5,1264,437,49008,573868,,437,49008,66
1/25/2021,491,169696,12,3157,3894,35507,75,11598,1707,95848,2255066,,1707,95848,435
1/25/2021,4334,868656,57,10768,32891,76949,198,44981,5563,736651,8814234,,5563,736651,3037
1/25/2021,1839,443009,2,6662,6631,29978,555,41069,0,233211,2091011,0,0,233211,2285
1/25/2021,636,284702,44,4650,6256,33159,45,13312,2195,262229,2356534,,2195,262229,1084
1/25/2021,164,91816,0,1151,726,14111,3,4128,393,86274,920116,,393,86274,129
1/25/2021,794,455783,3,6098,21046,72266,48,23932,1456,439283,6071392,,1456,439283,543
1/25/2021,3092,421417,5,6552,24758,47563,46,17335,1175,187423,4021106,0,1175,187423,2201
1/25/2021,1763,374853,14,3293,3396,41634,33,21053,1786,339014,3065567,,1786,339014,1595
1/25/2021,1710,710427,111,8970,7360,99842,56,16560,2696,657031,6198623,0,2696,657031,2196
1/25/2021,448,37046,3,547,3527,19873,20,1342,20,12245,1305783,0,20,12245,193
1/25/2021,1686,343138,35,6900,10539,39259,154,31188,2,9476,6758236,,2,9476,1669
1/24/2021,1181,454989,32,6095,12918,67716,19,23884,1283,437827,6052223,,1283,437827,543
1/24/2021,3944,500037,69,14133,21588,63096,0,17556,0,354388,12967924,0,0,354388,1946
1/24/2021,1374,581377,6,6190,19152,45641,67,23692,1645,504238,5990470,0,1645,504238,761
1/24/2021,4536,418325,68,6547,26594,43810,125,17289,1706,186248,3985112,0,1706,186248,2189
1/24/2021,626,169205,30,3145,13672,34878,66,11523,1000,94141,2245108,,1000,94141,435
1/24/2021,4481,864322,31,10711,39944,71344,98,44783,6953,731088,8777871,,6953,731088,2993
1/24/2021,1728,441170,3,6660,19878,29736,0,40514,0,233211,2086555,0,0,233211,2254
1/24/2021,527,159325,1,1668,4132,14059,17,6481,711,75752,589629,,711,75752,252
1/24/2021,0,36598,0,544,5200,19151,0,1322,0,12225,1298301,0,0,12225,189
1/24/2021,242,91652,10,1151,3209,14071,13,4125,195,85881,911686,,195,85881,135
1/24/2021,315,50898,0,571,3122,4895,8,1259,255,48571,573868,,255,48571,65
1/24/2021,1071,284066,43,4606,11502,32572,17,13267,1551,260034,2347388,,1551,260034,1080
1/24/2021,97,96817,0,1428,2667,15589,2,3741,161,94309,1325891,,161,94309,49
1/24/2021,2145,341452,28,6865,27708,37507,168,31034,3,9474,6723502,,3,9474,1668
1/24/2021,185,107148,9,1705,2109,17293,16,6193,192,101438,640773,,192,101438,162
1/24/2021,1196,264219,20,5772,24605,15918,0,8546,0,207769,1520334,,0,207769,1102
1/24/2021,1516,336405,13,1595,0,20697,68,13016,1836,283690,2529796,0,1836,283690,523
1/24/2021,2941,373090,48,3279,15968,41289,171,21020,2585,337228,3063804,,2585,337228,1595
1/24/2021,761,62337,6,987,3333,13355,8,1000,584,55228,1205021,,584,55228,239
1/24/2021,599,186854,1,1879,6240,22175,8,5678,586,131828,2021416,,586,131828,390
1/24/2021,2841,708717,40,8859,18584,96619,23,16504,3052,654335,6184590,0,3052,654335,2269
1/24/2021,2018,346586,35,3421,24688,29346,34,15889,27,41660,3503064,0,27,41660,1540
1/23/2021,4641,496093,77,14064,15884,57869,0,17556,0,354388,12866597,0,0,354388,2055
1/23/2021,1540,453808,31,6063,16052,64768,98,23865,2029,436544,6024172,,2029,436544,543
1/23/2021,2012,580003,49,6184,20445,42229,89,23625,1908,502593,5967261,0,1908,502593,785
1/23/2021,3789,344568,49,3386,13747,25566,95,15855,71,41633,3503064,0,71,41633,1604
1/23/2021,3355,439442,171,6657,19638,27422,0,40514,0,233211,2078488,0,0,233211,2258
1/23/2021,324,36598,4,544,3917,17562,13,1322,38,12225,1282797,0,38,12225,185
1/23/2021,4157,370149,44,3231,15361,39290,157,20849,4165,334643,3060863,,4165,334643,1595
1/23/2021,5859,859841,81,10680,34987,59153,166,44685,3964,724135,8738557,,3964,724135,3117
1/23/2021,4029,705876,42,8819,11280,87376,59,16481,5139,651283,6158752,0,5139,651283,2396
1/23/2021,0,50583,0,571,2753,4773,0,1251,0,48316,573868,,0,48316,75
1/23/2021,247,106963,12,1696,4220,16164,18,6177,304,101246,638880,,304,101246,172
1/23/2021,909,186255,10,1878,4049,19646,23,5670,715,131242,1998438,,715,131242,414
1/23/2021,1856,263023,39,5752,0,13423,0,8546,0,207769,1519138,,0,207769,1102
1/23/2021,848,168579,38,3115,18753,33133,45,11457,1032,93141,2232240,,1032,93141,627
1/23/2021,625,61576,10,981,3630,13166,3,992,871,54644,1197947,,871,54644,229
1/23/2021,361,91410,37,1141,4836,13235,31,4112,591,85686,906753,,591,85686,141
1/23/2021,1771,334889,11,1582,0,20697,64,12948,1946,281854,2518969,0,1946,281854,548
1/23/2021,598,158798,13,1667,3997,13711,24,6464,772,75041,587827,,772,75041,252
1/23/2021,153,96720,0,1428,2473,14412,3,3739,168,94148,1323998,,168,94148,50
1/23/2021,1613,282995,14,4563,0,31600,120,13250,1787,258483,2338521,,1787,258483,1094
1/23/2021,4601,413789,75,6479,17493,40812,137,17164,1396,184542,3944118,0,1396,184542,2224
1/23/2021,2392,339307,45,6837,16680,34090,169,30866,2,9471,6678255,,2,9471,1717
1/22/2021,1506,452268,21,6032,10855,53940,91,23767,793,434515,5984932,,793,434515,558
1/22/2021,5272,491452,81,13987,11984,51662,0,17556,30185,354388,12754206,0,30185,354388,2098
1/22/2021,4278,853982,81,10599,44133,44761,204,44519,7307,720171,8682631,,7307,720171,3270
1/22/2021,908,167731,33,3077,7255,29278,72,11412,1013,92109,2214495,,1013,92109,624
1/22/2021,2162,281382,53,4549,22996,31600,75,13130,2620,256696,2327428,,2620,256696,1142
1/22/2021,400,91049,4,1104,4040,11878,32,4081,387,85095,899769,,387,85095,138
1/22/2021,4696,409188,31,6404,15264,38183,158,17027,1824,183146,3900531,0,1824,183146,2293
1/22/2021,197,96567,6,1428,2032,12428,4,3736,179,93980,1319901,,179,93980,53
1/22/2021,657,60951,9,971,2698,12575,7,989,645,53773,1187904,,645,53773,249
1/22/2021,636,36274,4,540,3060,14893,15,1309,59,12187,1276425,0,59,12187,190
1/22/2021,316,106716,11,1684,2231,13831,26,6159,304,100942,636973,,304,100942,177
1/22/2021,2946,365992,47,3187,17052,37435,187,20692,3343,330478,3040353,,3343,330478,1634
1/22/2021,2649,333118,24,1571,9030,20697,81,12884,3115,279908,2510554,0,3115,279908,549
1/22/2021,4064,701847,93,8777,11389,76162,78,16422,6700,646144,6128305,0,6700,646144,2514
1/22/2021,864,185346,6,1868,4721,18086,15,5647,919,130527,1988904,,919,130527,421
1/22/2021,2396,336915,57,6792,12771,30877,199,30697,10,9469,6630564,,10,9469,1768
1/22/2021,3551,436087,107,6486,29888,24840,237,40514,0,233211,2066351,0,0,233211,2408
1/22/2021,2303,577991,45,6135,16321,37901,91,23536,2317,500685,5937589,0,2317,500685,785
1/22/2021,612,158200,19,1654,3177,13075,34,6440,752,74269,585359,,752,74269,286
1/22/2021,2050,261167,45,5713,11971,13423,0,8546,0,207769,1517282,,0,207769,1128
1/22/2021,159,50583,21,571,4152,4515,3,1251,352,48316,573868,,352,48316,75
1/22/2021,2745,340779,36,3337,12036,22568,68,15760,93,41562,3484786,0,93,41562,1561
1/21/2021,3713,338034,58,3301,9173,15699,130,15692,229,41469,3461098,0,229,41469,1604
1/21/2021,857,60294,12,962,2915,10319,6,982,877,53128,1179465,,877,53128,240
1/21/2021,4649,404492,45,6373,13388,34277,180,16869,1690,181322,3862267,0,1690,181322,2345
1/21/2021,394,90649,6,1100,2327,9962,27,4049,453,84708,892770,,453,84708,137
1/21/2021,300,50424,0,550,0,3441,8,1248,271,47964,573868,,271,47964,84
1/21/2021,810,157588,-2,1635,2790,11760,36,6406,806,73517,583441,,806,73517,286
1/21/2021,3106,279220,55,4496,0,26541,73,13055,2824,254076,2315535,,2824,254076,1160
1/21/2021,2686,363046,55,3140,13212,34706,210,20505,3895,327135,3016648,,3895,327135,1722
1/21/2021,1270,450762,32,6011,3240,46008,68,23676,984,433722,5945782,,984,433722,558
1/21/2021,988,166823,35,3044,6828,27014,60,11340,1340,91096,2198850,,1340,91096,644
1/21/2021,5140,486180,77,13906,18437,46247,0,17556,0,324203,12648438,0,0,324203,2152
1/21/2021,2166,334519,46,6735,10007,28106,171,30498,2,9459,6578575,,2,9459,1812
1/21/2021,675,35638,6,536,2873,12071,7,1294,26,12128,1266441,0,26,12128,182
1/21/2021,337,106400,6,1673,1983,10796,24,6133,345,100638,634822,,345,100638,185
1/21/2021,148,96370,13,1422,636,9881,9,3732,143,93801,1315777,,143,93801,54
1/21/2021,2569,575688,55,6090,11285,32268,82,23445,2071,498368,5897305,0,2071,498368,808
1/21/2021,2290,259117,30,5668,12406,11567,0,8546,0,207769,1515232,,0,207769,1212
1/21/2021,7271,849704,109,10518,0,30910,306,44315,8819,712864,8622872,,8819,712864,3406
1/21/2021,2089,330469,30,1547,6520,17275,74,12803,4680,276793,2498162,0,4680,276793,590
1/21/2021,2881,432536,96,6379,23316,21345,349,40277,0,233211,2058224,0,0,233211,2478
1/21/2021,1164,184482,12,1862,3810,16206,42,5632,2387,129608,1966167,,2387,129608,433
1/21/2021,3492,697783,128,8684,7374,61743,111,16344,6016,639444,6101159,0,6016,639444,2673
1/20/2021,1986,360360,48,3085,8003,32308,200,20295,4039,323240,3013962,,4039,323240,1722
1/20/2021,1851,573119,62,6035,5317,27312,119,23363,2268,496297,5861531,0,2268,496297,834
1/20/2021,5525,399843,69,6328,4970,30679,178,16689,1894,179632,3823586,0,1894,179632,2386
1/20/2021,3112,429655,157,6283,6794,17956,424,39928,11250,233211,2050637,0,11250,233211,2522
1/20/2021,2520,276114,55,4441,26029,26541,131,12982,3014,251252,2302494,,3014,251252,1179
1/20/2021,1702,256827,64,5638,8579,9979,0,8546,0,207769,1512942,,0,207769,1231
1/20/2021,1224,449492,34,5979,744,42384,91,23608,1642,432738,5910354,,1642,432738,570
1/20/2021,391,90255,1,1094,877,9121,30,4022,430,84255,887884,,430,84255,159
1/20/2021,6378,842433,73,10409,11612,30910,404,44009,9140,704045,8576460,,9140,704045,3566
1/20/2021,701,34963,11,530,1544,10661,18,1287,31,12102,1249865,0,31,12102,198
1/20/2021,4514,481040,80,13829,10597,42062,447,17556,0,324203,12536712,0,0,324203,2209
1/20/2021,4483,694291,86,8556,3520,52051,99,16233,9122,633428,6078484,0,9122,633428,2813
1/20/2021,2167,332353,39,6689,7987,24355,170,30327,1,9457,6541052,,1,9457,1858
1/20/2021,2159,328380,10,1517,15758,16272,84,12729,2626,272113,2485476,0,2626,272113,604
1/20/2021,1224,156778,30,1637,4719,10738,63,6370,1337,72711,581299,,1337,72711,266
1/20/2021,881,165835,34,3009,3678,24706,70,11280,774,89756,2185009,,774,89756,605
1/20/2021,900,183318,8,1850,1986,14463,0,5590,0,127221,1944011,,0,127221,438
1/20/2021,277,106063,0,1667,1260,9922,17,6109,406,100293,632612,,406,100293,195
1/20/2021,3414,334321,49,3243,6976,13829,121,15562,231,41240,3451200,0,231,41240,1678
1/20/2021,151,96222,1,1409,734,8954,4,3723,207,93658,1311137,,207,93658,55
1/20/2021,728,59437,12,950,2964,8013,5,976,606,52251,1169547,,606,52251,254
1/20/2021,202,50124,0,550,1053,3441,4,1240,110,47693,567450,,110,47693,81
1/19/2021,137,96071,13,1408,9110,8641,9,3719,278,93451,1307962,,278,93451,88
1/19/2021,4989,836055,55,10336,82994,27139,254,43605,10833,694905,8554113,,10833,694905,3643
1/19/2021,127,105786,0,1667,3899,9777,10,6092,508,99887,631474,,508,99887,200
1/19/2021,1331,273594,43,4386,20934,21734,95,12851,3142,248238,2288594,,3142,248238,1265
1/19/2021,3085,476526,44,13749,55503,41053,0,17109,0,324203,12454145,0,0,324203,2213
1/19/2021,1302,326221,7,1507,29552,15367,69,12645,2735,269487,2472897,0,2735,269487,638
1/19/2021,214,49922,28,550,4857,3242,4,1236,675,47583,563037,,675,47583,88
1/19/2021,2515,426543,5,6126,27363,16346,0,39504,0,221961,2041107,0,0,221961,2724
1/19/2021,2854,394318,11,6259,53826,30243,37,16511,1609,177738,3772941,0,1609,177738,2353
1/19/2021,288,89864,0,1093,6049,8671,18,3992,298,83825,883672,,298,83825,163
1/19/2021,1972,330186,54,6650,46625,21794,315,30157,1,9456,6510156,,1,9456,1875
1/19/2021,440,182418,5,1842,11320,13860,15,5590,717,127221,1944011,,717,127221,429
1/19/2021,2239,330907,27,3194,38955,12911,94,15441,248,41009,3440622,0,248,41009,1633
1/19/2021,386,34262,5,519,11085,10018,15,1269,32,12071,1240789,0,32,12071,191
1/19/2021,1933,571268,47,5973,36757,23641,114,23244,2067,494029,5832709,0,2067,494029,865
1/19/2021,919,448268,6,5945,38845,42116,89,23517,1771,431096,5895901,,1771,431096,584
1/19/2021,1193,255125,50,5574,28061,9545,0,8546,0,207769,1511240,,0,207769,1280
1/19/2021,0,155554,0,1607,15963,10165,0,6307,0,71374,577938,,0,71374,345
1/19/2021,845,58709,5,938,7605,7120,14,971,1158,51645,1158106,,1158,51645,254
1/19/2021,691,164954,17,2975,32278,23236,35,11210,1480,88982,2175023,,1480,88982,643
1/19/2021,1558,358374,43,3037,36525,30919,32,20095,4965,319201,3000449,,4965,319201,1776
1/19/2021,2057,689808,40,8470,37348,48867,73,16134,9586,624306,6056533,0,9586,624306,2775
1/15/2021,2543,320102,12,1472,10671,10534,102,12351,2528,263256,2436305,0,2528,263256,635
1/15/2021,5525,459927,76,13509,17628,34885,0,17109,0,324203,12147366,0,0,324203,2201
1/15/2021,932,180131,15,1818,5655,13050,19,5539,999,124233,1894614,,999,124233,465
1/15/2021,722,55500,11,908,3017,5700,9,953,865,48018,1130805,,865,48018,255
1/15/2021,221,95599,23,1395,3213,7555,10,3699,302,92551,1298741,,302,92551,88
1/15/2021,2945,417528,85,6030,6476,13488,313,38763,0,221961,2012213,0,0,221961,2863
1/15/2021,2342,248189,55,5411,11231,8396,0,8425,0,198888,1471115,,0,198888,1407
1/15/2021,2706,563866,42,5770,15546,17108,119,22923,2488,485157,5745570,0,2488,485157,998
1/15/2021,994,153358,27,1591,2467,8843,47,6225,803,69460,571813,,803,69460,338
1/15/2021,1262,161805,38,2874,6744,18711,58,11005,1206,84015,2127494,,1206,84015,670
1/15/2021,2924,320739,45,6494,13513,15830,162,29285,1,9444,6352475,,1,9444,1848
1/15/2021,5557,676039,79,8311,25969,37800,120,15873,6055,602938,5972373,0,6055,602938,3034
1/15/2021,3124,267635,35,4263,7490,18781,95,12598,2216,237729,2248612,,2216,237729,1314
1/15/2021,425,104937,15,1629,2668,9666,25,6023,406,98576,625111,,406,98576,227
1/15/2021,7149,814442,67,10057,22857,13552,316,42807,5592,669448,8368521,,5592,669448,3793
1/15/2021,208,48909,0,522,2621,2803,4,1211,375,46502,549805,,375,46502,89
1/15/2021,3925,321270,19,3061,17413,10672,80,15102,102,40100,3392110,0,102,40100,1644
1/15/2021,3538,348044,43,2925,13127,28917,156,19616,3398,306874,2937452,,3398,306874,1847
1/15/2021,1627,443562,33,5850,8766,27799,72,23185,1370,422289,5808350,,1370,422289,612
1/15/2021,823,32781,16,477,0,8274,11,1228,36,11876,1209067,0,36,11876,193
1/15/2021,525,88635,9,1086,2057,8193,23,3940,270,82460,869564,,270,82460,188
1/15/2021,4787,375967,103,6037,5491,19477,195,16135,1467,171539,3609752,0,1467,171539,2424
1/13/2021,4553,313282,47,2991,8932,7725,154,14892,523,39723,3366855,0,523,39723,1702
1/13/2021,3907,341364,44,2848,9741,22278,247,19199,4746,299375,2889390,,4746,299375,1856
1/13/2021,6021,365378,51,5911,10542,12213,142,15848,1716,168440,3535436,0,1716,168440,2466
1/13/2021,5188,314817,27,1449,7397,6021,101,12160,4409,257824,2406992,0,4409,257824,612
1/13/2021,1487,440354,50,5774,2487,10426,87,23018,529,419139,5733978,,529,419139,665
1/13/2021,1145,159119,13,2807,2529,12426,57,10872,1023,81603,2124990,,1023,81603,702
1/13/2021,5918,448447,86,13359,7635,24789,506,17109,0,293522,11944985,0,0,293522,2200
1/13/2021,2516,314867,37,6404,25774,12706,126,28986,5,9439,6254353,,5,9439,1929
1/13/2021,824,31150,4,453,1112,5182,12,1201,41,11809,1185886,0,41,11809,207
1/13/2021,1942,243899,31,5315,5855,5722,0,8425,0,198888,1466825,,0,198888,1446
1/13/2021,217,48289,0,522,829,2559,5,1197,681,45904,537679,,681,45904,82
1/13/2021,576,87653,2,1069,999,6823,20,3903,493,81676,855069,,493,81676,199
1/13/2021,2771,558020,46,5679,0,11343,122,22705,2652,480112,5674434,0,2652,480112,988
1/13/2021,2467,262020,65,4186,41101,12849,101,12414,3009,232709,2219424,,3009,232709,1362
1/13/2021,3147,410995,187,5760,3931,9245,642,38229,0,211684,1989724,0,0,211684,2975
1/13/2021,977,54125,7,885,1107,9,5,942,602,46633,1112047,,602,46633,275
1/13/2021,4625,665499,137,8148,7158,24026,145,15655,9629,588974,5915239,0,9629,588974,3193
1/13/2021,167,95135,1,1364,669,6395,16,3683,179,92029,1287521,,179,92029,72
1/13/2021,1000,177670,19,1791,3189,10529,22,5497,-1864,120700,1874707,,-1864,120700,457
1/13/2021,1034,151273,12,1556,1672,5653,49,6128,837,67633,566225,,837,67633,283
1/13/2021,452,104195,19,1604,1467,7921,35,5978,422,97829,620320,,422,97829,253
